DistCode,District,College Code,College Name,OC,BCM,BC,MBC,SCA,SC,ST
14,NAMAKKAL,2628,PAAVAI COLLEGE OF ENGINEERING,,,,,,,
14,NAMAKKAL,2611,PAAVAI ENGINEERING COLLEGE (AUTONOMOUS),,,,,,,
14,NAMAKKAL,2657,PAVAI COLLEGE OF TECHNOLOGY,,,,,,,
14,NAMAKKAL,2614,S.S.M. COLLEGE OF ENGINEERING,,,,,,,
14,NAMAKKAL,2627,SELVAM COLLEGE OF TECHNOLOGY,,,,,,,
14,NAMAKKAL,2629,SENGUNTHAR COLLEGE OF ENGINEERING,,,,,,,
14,NAMAKKAL,2617,SENGUNTHAR ENGINEERING COLLEGE,,,,,,,
14,NAMAKKAL,2767,SRG ENGINEERING COLLEGE,,,,,,,
14,NAMAKKAL,2633,VIDYAA VIKAS COLLEGE OF ENGINEERING AND TECHNOLOGY,,,,,,,
14,NAMAKKAL,2620,VIVEKANANDHA COLLEGE OF ENGINEERING FOR WOMEN (AUTONOMOUS),,,,,,,
14,NAMAKKAL,2661,VIVEKANANDHA COLLEGE OF TECHNOLOGY FOR WOMEN,,,,,,,
14,NAMAKKAL,2626,VIVEKANANDHA INSTITUTE OF ENGINEERING & TECHNOLOGY FOR WOMEN,,,,,,,
15,PERAMBALUR,3457,DHANALAKSHMI SRINIVASAN COLLEGE OF ENGINEERING,,,,,,,
15,PERAMBALUR,3805,DHANALAKSHMI SRINIVASAN ENGINEERING COLLEGE,,,,,,,
15,PERAMBALUR,3458,DHANALAKSHMI SRINIVASAN INSTITUTE OF RESEARCH AND TECHNOLOGY,,,,,,,
15,PERAMBALUR,3463,ELIZABETH COLLEGE OF ENGINEERING AND TECHNOLOGY,,,,,,,
15,PERAMBALUR,3847,ROEVER COLLEGE OF ENGINEERING AND TECHNOLOGY,,,,,,,
15,PERAMBALUR,3817,ROEVER ENGINEERING COLLEGE,,,,,,,
15,PERAMBALUR,3454,SRI RAMAKRISHNA COLLEGE OF ENGINEERING,,,,,,,
15,PERAMBALUR,3823,SRINIVASAN ENGINEERING COLLEGE,,,,,,,
16,PUDUKKOTTAI,3926,CHENDHURAN COLLEGE OF ENGINEERING AND TECHNOLOGY,,,,,,,
16,PUDUKKOTTAI,3905,KINGS COLLEGE OF ENGINEERING,,,,,,,
16,PUDUKKOTTAI,3925,M.A.R. COLLEGE OF ENGINEERING AND TECHNOLOGY,,,,,,,
16,PUDUKKOTTAI,3854,MAHATH AMMA INSTITUTE OF ENGINEERING AND TECHNOLOGY,,,,,,,
16,PUDUKKOTTAI,3923,MNSK COLLEGE OF ENGINEERING,,,,,,,
16,PUDUKKOTTAI,3812,MOOKAMBIGAI COLLEGE OF ENGINEERING,,,,,,,
16,PUDUKKOTTAI,3846,MOTHER TERASA COLLEGE OF ENGINEERING AND TECHNOLOGY,,,,,,,
16,PUDUKKOTTAI,3908,MOUNT ZION COLLEGE OF ENGINEERING AND TECHNOLOGY,,,,,,,
16,PUDUKKOTTAI,3918,SHANMUGANATHAN ENGINEERING COLLEGE,,,,,,,
16,PUDUKKOTTAI,3852,SRI BHARATHI ENGINEERING COLLEGE FOR WOMEN,,,,,,,
16,PUDUKKOTTAI,3920,SUDHARSAN ENGINEERING COLLEGE,,,,,,,
17,RAMANATHAPURAM,5924,GANAPATHY CHETTIAR COLLEGE OF ENGINEERING AND TECHNOLOGY,,,,,,,
17,RAMANATHAPURAM,5907,MOHAMED SATHAK ENGINEERING COLLEGE,,,,,,,
17,RAMANATHAPURAM,5921,SYED AMMAL ENGINEERING COLLEGE,,,,,,,
17,RAMANATHAPURAM,5017,UNIVERSITY COLLEGE OF ENGINEERING  RAMANATHAPURAM,,,,,,,
18,SALEM,2636,A V S ENGINEERING COLLEGE,,,,,,,
18,SALEM,2648,ANNAPOORANA ENGINEERING COLLEGE,,,,,,,
18,SALEM,2347,AVS COLLEGE OF TECHNOLOGY,,,,,,,
18,SALEM,2643,BHARATHIYAR INSTITUTE OF ENGINEERING FOR WOMEN,,,,,,,
18,SALEM,2345,DHIRAJLAL GANDHI COLLEGE OF TECHNOLOGY,,,,,,,
18,SALEM,2341,GANESH COLLEGE OF ENGINEERING,,,,,,,
18,SALEM,2615,GOVERNMENT COLLEGE OF ENGINEERING - SALEM (AUTONOMOUS),,,,,,,
18,SALEM,2343,INDIAN INSTITUTE OF HANDLOOM TECHNOLOGY,,,,,,,
18,SALEM,2653,KNOWLEDGE INSTITUTE OF TECHNOLOGY,,,,,,,
18,SALEM,2623,MAHENDRA COLLEGE OF ENGINEERING,,,,,,,
18,SALEM,2639,NARASU'S SARATHY INSTITUTE OF TECHNOLOGY,,,,,,,
18,SALEM,2663,S R S COLLEGE OF ENGINEERING AND TECHNOLOGY,,,,,,,
18,SALEM,2659,SALEM COLLEGE OF ENGINEERING AND TECHNOLOGY,,,,,,,
18,SALEM,2346,SHREE SATHYAM COLLEGE OF ENGINEERING AND TECHNOLOGY,,,,,,,
18,SALEM,2618,SONA COLLEGE OF TECHNOLOGY (AUTONOMOUS),,,,,,,
18,SALEM,2302,SRI SHANMUGHA COLLEGE OF ENGINEERING AND TECHNOLOGY,,,,,,,
18,SALEM,2646,TAGORE INSTITUTE OF ENGINEERING AND TECHNOLOGY,,,,,,,
18,SALEM,2666,THE KAVERY COLLEGE OF ENGINEERING,,,,,,,
18,SALEM,2625,THE KAVERY ENGINEERING COLLEGE,,,,,,,
18,SALEM,2658,V S A EDUCATIONAL AND CHARITABLE TRUST'S GROUP OF INSTITUTIONS,,,,,,,
19,SIVAGANGA,5901,A.C.COLLEGE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),,,,,,,
19,SIVAGANGA,5012,CENTRAL ELECTROCHEMICAL RESEARCH INSTITUTE (CSIR) KARAIKUDI,,,,,,,
19,SIVAGANGA,5904,K.L.N.COLLEGE OF ENGINEERING,,,,,,,
19,SIVAGANGA,5903,K.L.N.COLLEGE OF INFORMATION TECHNOLOGY,,,,,,,
19,SIVAGANGA,5533,KIT & KIM TECHNICAL CAMPUS,,,,,,,
19,SIVAGANGA,5842,MADURAI INSTITUTE OF ENGINEERING AND TECHNOLOGY,,,,,,,
19,SIVAGANGA,5912,PANDIAN SARASWATHI YADAV ENGINEERING COLLEGE,,,,,,,
19,SIVAGANGA,5916,PANNAI COLLEGE OF ENGINEERING AND TECHNOLOGY,,,,,,,
19,SIVAGANGA,5502,SRI RAAJA RAAJAN COLLEGE OF ENGINEERING AND TECHNOLOGY,,,,,,,
19,SIVAGANGA,5919,St.MICHAEL COLLEGE OF ENGINEERING & TECHNOLOGY,,,,,,,
20,THANJAVUR,3849,ANNAI COLLEGE OF ENGINEERING AND TECHNOLOGY,,,,,,,
20,THANJAVUR,3804,ARASU ENGINEERING COLLEGE,,,,,,,
20,THANJAVUR,3855,AS-SALAM COLLEGE OF ENGINEERING AND TECHNOLOGY,,,,,,,
20,THANJAVUR,3464,GOVERNMENT COLLEGE OF ENGINEERING - THANJAVUR,,,,,,,
20,THANJAVUR,3456,K.S.K COLLEGE OF ENGINEERING AND TECHNOLOGY,,,,,,,
20,THANJAVUR,3814,P.R.ENGINEERING COLLEGE,,,,,,,
20,THANJAVUR,3833,PARISUTHAM INSTITUTE OF TECHNOLOGY AND SCIENCE,,,,,,,
20,THANJAVUR,3451,SMR EAST COAST COLLEGE OF ENGINEERING AND TECHNOLOGY,,,,,,,
20,THANJAVUR,3766,STAR LION COLLEGE OF ENGINEERING AND TECHNOLOGY,,,,,,,
20,THANJAVUR,3825,St. JOSEPH'S COLLEGE OF ENGINEERING AND TECHNOLOGY,,,,,,,
20,THANJAVUR,3021,UNIVERSITY COLLEGE OF ENGINEERING  PATTUKKOTTAI,,,,,,,
20,THANJAVUR,3848,VANDAYAR ENGINEERING COLLEGE,,,,,,,
21,THE_NILGIRIS,2705,CSI COLLEGE OF ENGINEERING,,,,,,,
22,THENI,5902,BHARATH NIKETAN ENGINEERING COLLEGE,,,,,,,
22,THENI,5009,GOVERNMENT COLLEGE OF ENGINEERING  BODIYANAYAKKANUR,,,,,,,
22,THENI,5865,NADAR SARASWATHI COLLEGE OF ENGINEERING & TECHNOLOGY,,,,,,,
22,THENI,5909,ODAIYAPPA COLLEGE OF ENGINEERING AND TECHNOLOGY,,,,,,,
22,THENI,5988,THENI KAMMAVAR SANGAM COLLEGE OF TECHNOLOGY,,,,,,,
22,THENI,5535,VPV COLLEGE OF ENGINEERING,,,,,,,
23,THIRUVALLUR,1101,AALIM MUHAMMED SALEGH COLLEGE OF ENGINEERING,,,,,,,
23,THIRUVALLUR,1228,ALPHA COLLEGE OF ENGINEERING,,,,,,,
23,THIRUVALLUR,1102,BHAJARANG ENGINEERING COLLEGE,,,,,,,
23,THIRUVALLUR,1304,EASWARI ENGINEERING COLLEGE,,,,,,,
23,THIRUVALLUR,1123,GOJAN SCHOOL OF BUSINESS AND TECHNOLOGY,,,,,,,
23,THIRUVALLUR,1238,GRT INSTITUTE OF ENGINEERING AND TECHNOLOGY,,,,,,,
23,THIRUVALLUR,1229,INDIRA INSTITUTE OF ENGINEERING AND TECHNOLOGY,,,,,,,
23,THIRUVALLUR,1221,JAYA COLLEGE OF ENGINEERING AND TECHNOLOGY,,,,,,,
23,THIRUVALLUR,1106,JAYA ENGINEERING COLLEGE,,,,,,,
23,THIRUVALLUR,1107,JAYA INSTITUTE OF TECHNOLOGY,,,,,,,
23,THIRUVALLUR,1416,JAYA SAKTHI ENGINEERING COLLEGE,,,,,,,
23,THIRUVALLUR,1440,JAYA SURIYA ENGINEERING COLLEGE,,,,,,,
23,THIRUVALLUR,1126,JNN INSTITUTE OF ENGINEERING,,,,,,,
23,THIRUVALLUR,1245,JOHN BOSCO ENGINEERING COLLEGE,,,,,,,
23,THIRUVALLUR,1108,MAGNA COLLEGE OF ENGINEERING,,,,,,,
23,THIRUVALLUR,1210,PANIMALAR ENGINEERING COLLEGE,,,,,,,
23,THIRUVALLUR,1231,PANIMALAR INSTITUTE OF TECHNOLOGY,,,,,,,
23,THIRUVALLUR,1125,PMR ENGINEERING COLLEGE,,,,,,,
23,THIRUVALLUR,1110,PRATHYUSHA INSTITUTE OF TECHNOLOGY AND MANAGEMENT,,,,,,,
23,THIRUVALLUR,1112,R.M.D. ENGINEERING COLLEGE,,,,,,,
23,THIRUVALLUR,1128,R.M.K. COLLEGE OF ENGINEERING AND TECHNOLOGY,,,,,,,
23,THIRUVALLUR,1113,R.M.K. ENGINEERING COLLEGE,,,,,,,
23,THIRUVALLUR,1141,R.V.S. PADHMAVATHY COLLEGE OF ENGINEERING & TECHNOLOGY,,,,,,,
23,THIRUVALLUR,1432,RAJALAKSHMI INSTITUTE OF TECHNOLOGY,,,,,,,
23,THIRUVALLUR,1114,S.A. ENGINEERING COLLEGE,,,,,,,
23,THIRUVALLUR,1213,S.K.R. ENGINEERING COLLEGE,,,,,,,
23,THIRUVALLUR,1124,SAMS COLLEGE OF ENGINEERING AND TECHNOLOGY,,,,,,,
23,THIRUVALLUR,1242,SREE SASTHA COLLEGE OF ENGINEERING,,,,,,,
23,THIRUVALLUR,1217,SREE SASTHA INSTITUTE OF ENGINEERING AND TECHNOLOGY,,,,,,,
23,THIRUVALLUR,1150,SRI JAYARAM INSTITUTE OF ENGINEERING AND TECHNOLOGY,,,,,,,
23,THIRUVALLUR,1116,SRI VENKATESWARA COLLEGE OF ENGINEERING AND TECHNOLOGY,,,,,,,
23,THIRUVALLUR,1121,SRI VENKATESWARA INSTITUTE OF SCIENCE AND TECHNOLOGY,,,,,,,
23,THIRUVALLUR,1115,SRIRAM ENGINEERING COLLEGE,,,,,,,
23,THIRUVALLUR,1127,St. PETER'S COLLEGE OF ENGINEERING AND TECHNOLOGY,,,,,,,
23,THIRUVALLUR,1241,T.J.S. ENGINEERING COLLEGE,,,,,,,
23,THIRUVALLUR,1131,VEL TECH,,,,,,,
23,THIRUVALLUR,1122,VEL TECH HIGH TECH DR.RANGARAJAN DR.SAKUNTHALA ENGINEERING COLLEGE,,,,,,,
23,THIRUVALLUR,1118,VEL TECH MULTI TECH DR.RANGARAJAN DR.SAKUNTHALA ENGINEERING COLLEGE,,,,,,,
23,THIRUVALLUR,1120,VELAMMAL ENGINEERING COLLEGE,,,,,,,
23,THIRUVALLUR,1237,VELAMMAL INSTITUTE OF TECHNOLOGY,,,,,,,
24,THIRUVANNAMALAI,1524,ANNAMALAIAR COLLEGE OF ENGINEERING,,,,,,,
24,THIRUVANNAMALAI,1503,ARULMIGU MEENAKSHI AMMAN COLLEGE OF ENGINEERING,,,,,,,
24,THIRUVANNAMALAI,1508,ARUNAI COLLEGE OF ENGINEERING,,,,,,,
24,THIRUVANNAMALAI,1504,ARUNAI ENGINEERING COLLEGE,,,,,,,
24,THIRUVANNAMALAI,1528,KRS COLLEGE OF ENGINEERING,,,,,,,
24,THIRUVANNAMALAI,1529,OXFORD COLLEGE OF ENGINEERING,,,,,,,
24,THIRUVANNAMALAI,1512,S.K.P. ENGINEERING COLLEGE,,,,,,,
24,THIRUVANNAMALAI,1522,S.K.P. INSTITUTE OF TECHNOLOGY,,,,,,,
24,THIRUVANNAMALAI,1439,S.R.I COLLEGE OF ENGINEERING AND TECHNOLOGY,,,,,,,
24,THIRUVANNAMALAI,1513,SRI BALAJI CHOCKALINGAM ENGINEERING COLLEGE,,,,,,,
24,THIRUVANNAMALAI,1448,SRI RAMANA MAHARISHI COLLEGE OF ENGINEERING,,,,,,,
24,THIRUVANNAMALAI,1518,THIRUVALLUVAR COLLEGE OF ENGINEERING AND TECHNOLOGY,,,,,,,
24,THIRUVANNAMALAI,1015,UNIVERSITY COLLEGE OF ENGINEERING  ARNI,,,,,,,
25,THIRUVARUR,3821,A.R.J COLLEGE OF ENGINEERING AND TECHNOLOGY,,,,,,,
25,THIRUVARUR,3803,ANJALAI AMMAL MAHALINGAM ENGINEERING COLLEGE,,,,,,,
26,TIRUNELVELI,4937,A.R. COLLEGE OF ENGINEERING AND TECHNOLOGY,,,,,,,
26,TIRUNELVELI,4953,CAPE INSTITUTE OF TECHNOLOGY,,,,,,,
26,TIRUNELVELI,4980,EINSTEIN COLLEGE OF ENGINEERING,,,,,,,
26,TIRUNELVELI,4955,FRANCIS XAVIER ENGINEERING COLLEGE,,,,,,,
26,TIRUNELVELI,4974,GOVERNMENT COLLEGE OF ENGINEERING - TIRUNELVELI,,,,,,,
26,TIRUNELVELI,4994,J P COLLEGE OF ENGINEERING,,,,,,,
26,TIRUNELVELI,4998,MAHAKAVI BHARATHIYAR COLLEGE OF ENGINEERING AND TECHNOLOGY,,,,,,,
26,TIRUNELVELI,4961,NATIONAL COLLEGE OF ENGINEERING,,,,,,,
26,TIRUNELVELI,4966,PET ENGINEERING COLLEGE,,,,,,,
26,TIRUNELVELI,4964,PSN COLLEGE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),,,,,,,
26,TIRUNELVELI,4989,PSN ENGINEERING COLLEGE,,,,,,,
26,TIRUNELVELI,4949,PSN INSTITUTE OF TECHNOLOGY AND SCIENCE,,,,,,,
26,TIRUNELVELI,4973,RAJAS ENGINEERING COLLEGE,,,,,,,
26,TIRUNELVELI,4967,S.VEERASAMY CHETTIAR COLLEGE OF ENGINEERING AND TECHNOLOGY,,,,,,,
26,TIRUNELVELI,4968,SARDAR RAJA COLLEGE OF ENGINEERING,,,,,,,
26,TIRUNELVELI,4969,SCAD COLLEGE OF ENGINEERING AND TECHNOLOGY,,,,,,,
26,TIRUNELVELI,4669,THAMIRABHARANI ENGINEERING COLLEGE,,,,,,,
26,TIRUNELVELI,4675,UNIVERSAL COLLEGE OF ENGINEERING & TECHNOLOGY,,,,,,,
27,TIRUPPUR,2733,ANGEL COLLEGE OF ENGINEERING AND TECHNOLOGY,,,,,,,
27,TIRUPPUR,2771,DR.NALLINI INSTITUTE OF ENGINEERING AND TECHNOLOGY,,,,,,,
27,TIRUPPUR,2656,ERODE BUILDER EDUCATIONAL TRUST'S GROUP OF INSTITUTIONS,,,,,,,
27,TIRUPPUR,2350,JAIRUPAA COLLEGE OF ENGINEERING,,,,,,,
27,TIRUPPUR,2651,JAY SHRIRAM GROUP OF INSTITUTIONS,,,,,,,
27,TIRUPPUR,2682,PROFESSIONAL GROUP OF INSTITUTIONS,,,,,,,
27,TIRUPPUR,2717,SASURIE COLLEGE OF ENGINEERING,,,,,,,
27,TIRUPPUR,2358,SCAD INSTITUTE OF TECHNOLOGY,,,,,,,
27,TIRUPPUR,2754,SRI RAMANATHAN ENGINEERING COLLEGE,,,,,,,
28,TRICHIRAPPALLI,3841,C.A.R.E. GROUP OF INSTITUTIONS,,,,,,,
28,TRICHIRAPPALLI,3828,CAUVERY COLLEGE OF ENGINEERING AND TECHNOLOGY,,,,,,,
28,TRICHIRAPPALLI,3459,DHANALAKSHMI SRINIVASAN INSTITUTE OF TECHNOLOGY,,,,,,,
28,TRICHIRAPPALLI,3465,GOVERNMENT COLLEGE OF ENGINEERING - SRIRANGAM,,,,,,,
28,TRICHIRAPPALLI,3845,IMAYAM COLLEGE OF ENGINEERING,,,,,,,
28,TRICHIRAPPALLI,3831,INDRA GANESAN COLLEGE OF ENGINEERING,,,,,,,
28,TRICHIRAPPALLI,3807,J.J.COLLEGE OF ENGINEERING AND TECHNOLOGY,,,,,,,
28,TRICHIRAPPALLI,3808,JAYARAM COLLEGE OF ENGINEERING AND TECHNOLOGY,,,,,,,
28,TRICHIRAPPALLI,3830,K. RAMAKRISHNAN COLLEGE OF ENGINEERING,,,,,,,
28,TRICHIRAPPALLI,3701,K.RAMAKRISHNAN COLLEGE OF TECHNOLOGY,,,,,,,
28,TRICHIRAPPALLI,3826,KONGUNADU COLLEGE OF ENGINEERING AND TECHNOLOGY,,,,,,,
28,TRICHIRAPPALLI,3809,KURINJI COLLEGE OF ENGINEERING AND TECHNOLOGY,,,,,,,
28,TRICHIRAPPALLI,3810,M.A.M COLLEGE OF ENGINEERING,,,,,,,
28,TRICHIRAPPALLI,3829,M.A.M COLLEGE OF ENGINEERING AND TECHNOLOGY,,,,,,,
28,TRICHIRAPPALLI,3786,M.A.M. SCHOOL OF ENGINEERING,,,,,,,
28,TRICHIRAPPALLI,3811,M.I.E.T ENGINEERING COLLEGE,,,,,,,
28,TRICHIRAPPALLI,3403,MAHALAKSHMI ENGINEERING COLLEGE,,,,,,,
28,TRICHIRAPPALLI,3782,OAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT  GROUP OF INSTITUTIONS,,,,,,,
28,TRICHIRAPPALLI,3813,OXFORD ENGINEERING COLLEGE,,,,,,,
28,TRICHIRAPPALLI,3815,PAVENDAR BHARATHIDASAN COLLEGE OF ENGINEERING AND TECHNOLOGY,,,,,,,
28,TRICHIRAPPALLI,3856,PAVENDAR BHARATHIDASAN INSTITUTE OF INFORMATION TECHNOLOGY,,,,,,,
28,TRICHIRAPPALLI,3819,SARANATHAN COLLEGE OF ENGINEERING,,,,,,,
28,TRICHIRAPPALLI,3853,SHIVANI COLLEGE OF ENGINEERING AND TECHNOLOGY,,,,,,,
28,TRICHIRAPPALLI,3844,SHIVANI ENGINEERING COLLEGE,,,,,,,
28,TRICHIRAPPALLI,3802,SHRI ANGALAMMAN COLLEGE OF ENGINEERING AND TECHNOLOGY,,,,,,,
28,TRICHIRAPPALLI,3460,SUREYA COLLEGE OF ENGINEERING,,,,,,,
28,TRICHIRAPPALLI,3820,TRICHY ENGINEERING COLLEGE,,,,,,,
28,TRICHIRAPPALLI,3795,TRP ENGINEERING COLLEGE,,,,,,,
28,TRICHIRAPPALLI,3011,UNIVERSITY COLLEGE OF ENGINEERING  TIRUCHIRAPPALLI,,,,,,,
28,TRICHIRAPPALLI,3850,VETRI VINAYAHA COLLEGE OF ENGINEERING AND TECHNOLOGY,,,,,,,
29,TUTICORIN,4931,CHANDY COLLEGE OF ENGINEERING,,,,,,,
29,TUTICORIN,4975,DR.G.U.POPE COLLEGE OF ENGINEERING,,,,,,,
29,TUTICORIN,4954,DR.SIVANTHI ADITANAR COLLEGE OF ENGINEERING,,,,,,,
29,TUTICORIN,4934,HOLY CROSS ENGINEERING COLLEGE,,,,,,,
29,TUTICORIN,4976,INFANT JESUS COLLEGE OF ENGINEERING,,,,,,,
29,TUTICORIN,4957,JAYARAJ ANNAPACKIAM CSI COLLEGE OF ENGINEERING,,,,,,,
29,TUTICORIN,4962,NATIONAL ENGINEERING COLLEGE (AUTONOMOUS),,,,,,,
29,TUTICORIN,4933,St.MOTHER THERESA ENGINEERING COLLEGE,,,,,,,
29,TUTICORIN,4024,UNIVERSITY VOC COLLEGE OF ENGINEERING  THOOTHUKUDI,,,,,,,
29,TUTICORIN,4941,UNNAMALAI INSTITUTE OF TECHNOLOGY,,,,,,,
29,TUTICORIN,4864,V V COLLEGE OF ENGINEERING,,,,,,,
30,VELLORE,1501,ADHIPARASAKTHI COLLEGE OF ENGINEERING,,,,,,,
30,VELLORE,1137,ANNAI MIRA COLLEGE OF ENGINEERING AND TECHNOLOGY,,,,,,,
30,VELLORE,1519,BHARATHIDASAN ENGINEERING COLLEGE,,,,,,,
30,VELLORE,1505,C.ABDUL HAKEEM COLLEGE OF ENGINEERING AND TECHNOLOGY,,,,,,,
30,VELLORE,1506,G.G.R. COLLEGE OF ENGINEERING,,,,,,,
30,VELLORE,1507,GANADIPATHY TULSI'S JAIN ENGINEERING COLLEGE,,,,,,,
30,VELLORE,1523,GLOBAL INSTITUTE OF ENGINEERING AND TECHNOLOGY,,,,,,,
30,VELLORE,1520,KINGSTON ENGINEERING COLLEGE,,,,,,,
30,VELLORE,1525,PODHIGAI COLLEGE OF ENGINEERING AND TECHNOLOGY,,,,,,,
30,VELLORE,1510,PRIYADARSHINI ENGINEERING COLLEGE,,,,,,,
30,VELLORE,1511,RANIPPETTAI ENGINEERING COLLEGE,,,,,,,
30,VELLORE,1515,SARASWATHI VELU COLLEGE OF ENGINEERING,,,,,,,
30,VELLORE,1521,SHRI SAPTHAGIRI INSTITUTE OF TECHNOLOGY,,,,,,,
30,VELLORE,1438,SREE KRISHNA COLLEGE OF ENGINEERING,,,,,,,
30,VELLORE,1526,SRI KRISHNA COLLEGE OF ENGINEERING,,,,,,,
30,VELLORE,1514,SRI NANDHANAM COLLEGE OF ENGINEERING AND TECHNOLOGY,,,,,,,
30,VELLORE,1516,THANTHAI PERIYAR GOVT INSTITUTE OF TECHNOLOGY,,,,,,,
31,VILLUPURAM,1441,A.K.T. MEMORIAL COLLEGE OF ENGINEERING AND TECHNOLOGY,,,,,,,
31,VILLUPURAM,1436,A.R. ENGINEERING COLLEGE,,,,,,,
31,VILLUPURAM,1402,ANNAI TERESA COLLEGE OF ENGINEERING,,,,,,,
31,VILLUPURAM,1406,DR. PAULS ENGINEERING COLLEGE,,,,,,,
31,VILLUPURAM,1428,E.S ENGINEERING COLLEGE,,,,,,,
31,VILLUPURAM,1605,IDHAYA ENGINEERING COLLEGE FOR WOMEN,,,,,,,
31,VILLUPURAM,1408,IFET COLLEGE OF ENGINEERING,,,,,,,
31,VILLUPURAM,1430,MAHA BARATHI ENGINEERING COLLEGE,,,,,,,
31,VILLUPURAM,1412,MAILAM ENGINEERING COLLEGE,,,,,,,
31,VILLUPURAM,1449,SARASWATHY COLLEGE OF ENGINEERING & TECHNOLOGY,,,,,,,
31,VILLUPURAM,1433,SRI ARAVINDAR ENGINEERING COLLEGE,,,,,,,
31,VILLUPURAM,1445,SRI RANGAPOOPATHI COLLEGE OF ENGINEERING,,,,,,,
31,VILLUPURAM,1434,SURYA GROUP OF INSTITUTIONS,,,,,,,
31,VILLUPURAM,1415,T.S.M. JAIN COLLEGE OF TECHNOLOGY,,,,,,,
31,VILLUPURAM,1014,UNIVERSITY COLLEGE OF ENGINEERING  TINDIVANAM,,,,,,,
31,VILLUPURAM,1013,UNIVERSITY COLLEGE OF ENGINEERING  VILLUPURAM,,,,,,,
31,VILLUPURAM,1421,V.R.S. COLLEGE OF ENGINEERING AND TECHNOLOGY,,,,,,,
31,VILLUPURAM,1136,VEDHANTHA INSTITUTE OF TECHNOLOGY,,,,,,,
32,VIRUDHUNAGAR,4680,AAA COLLEGE OF ENGINEERING AND TECHNOLOGY,,,,,,,
32,VIRUDHUNAGAR,4991,KALASALINGAM INSTITUTE OF TECHNOLOGY,,,,,,,
32,VIRUDHUNAGAR,4959,KAMARAJ COLLEGE OF ENGINEERING AND TECHNOLOGY,,,,,,,
32,VIRUDHUNAGAR,4960,MEPCO SCHLENK ENGINEERING COLLEGE (AUTONOMOUS),,,,,,,
32,VIRUDHUNAGAR,4965,P.S.R ENGINEERING COLLEGE (AUTONOMOUS),,,,,,,
32,VIRUDHUNAGAR,4995,P.S.R.RENGASAMY COLLEGE OF ENGINEERING FOR WOMEN,,,,,,,
32,VIRUDHUNAGAR,4678,RAMCO INSTITUTE OF TECHNOLOGY,,,,,,,
32,VIRUDHUNAGAR,4676,RENGANAYAGI VARATHARAJ COLLEGE OF ENGINEERING,,,,,,,
32,VIRUDHUNAGAR,4917,SETHU INSTITUTE OF TECHNOLOGY (AUTONOMOUS),,,,,,,
32,VIRUDHUNAGAR,4970,SREE SOWDAMBIKA COLLEGE OF ENGINEERING,,,,,,,
32,VIRUDHUNAGAR,4996,SRI VIDYA COLLEGE OF ENGINEERING & TECHNOLOGY,,,,,,,
32,VIRUDHUNAGAR,4979,V.P.MUTHAIAH PILLAI MEENAKSHI AMMAL ENGINEERING COLLEGE FOR WOMEN,,,,,,,
