DistCode,District,College Code,College Name,Branch,OC,BCM,BC,MBC,SCA,SC,ST
14,NAMAKKAL,2647,J.K.K. NATTRAJA COLLEGE OF ENGINEERING AND TECHNOLOGY,INFORMATION TECHNOLOGY,125.5,0.0,90.75,84.5,0.0,0.0,0.0
14,NAMAKKAL,2647,J.K.K. NATTRAJA COLLEGE OF ENGINEERING AND TECHNOLOGY,ELECTRONICS AND COMMUNICATION ENGG.,143.25,126.5,96.75,103.5,0.0,0.0,0.0
14,NAMAKKAL,2647,J.K.K. NATTRAJA COLLEGE OF ENGINEERING AND TECHNOLOGY,ELECTRICAL AND ELECTRONICS ENGG.,152.75,122.25,93.0,122.25,0.0,0.0,0.0
14,NAMAKKAL,2328,K S R INSTITUTE FOR ENGINEERING AND TECHNOLOGY,COMPUTER SCIENCE AND ENGG.,157.75,132.5,107.5,101.25,0.0,0.0,0.0
14,NAMAKKAL,2328,K S R INSTITUTE FOR ENGINEERING AND TECHNOLOGY,MECHANICAL ENGINEERING,164.5,147.5,150.5,151.25,159.75,111.75,0.0
14,NAMAKKAL,2328,K S R INSTITUTE FOR ENGINEERING AND TECHNOLOGY,INFORMATION TECHNOLOGY,154.75,0.0,112.5,92.5,0.0,149.25,0.0
14,NAMAKKAL,2328,K S R INSTITUTE FOR ENGINEERING AND TECHNOLOGY,ELECTRONICS AND COMMUNICATION ENGG.,167.0,0.0,128.25,107.5,0.0,0.0,0.0
14,NAMAKKAL,2328,K S R INSTITUTE FOR ENGINEERING AND TECHNOLOGY,ELECTRICAL AND ELECTRONICS ENGG.,145.75,0.0,95.5,104.25,0.0,130.0,0.0
14,NAMAKKAL,2613,K.S.R. COLLEGE OF ENGINEERING (AUTONOMOUS),COMPUTER SCIENCE AND ENGG.,147.25,125.5,109.0,90.75,0.0,112.0,0.0
14,NAMAKKAL,2613,K.S.R. COLLEGE OF ENGINEERING (AUTONOMOUS),MECHANICAL ENGINEERING,165.5,151.5,156.5,154.75,0.0,83.5,0.0
14,NAMAKKAL,2613,K.S.R. COLLEGE OF ENGINEERING (AUTONOMOUS),INFORMATION TECHNOLOGY,114.5,0.0,93.75,0.0,0.0,0.0,0.0
14,NAMAKKAL,2613,K.S.R. COLLEGE OF ENGINEERING (AUTONOMOUS),ELECTRONICS AND COMMUNICATION ENGG.,153.75,125.75,115.0,92.75,148.5,114.0,0.0
14,NAMAKKAL,2613,K.S.R. COLLEGE OF ENGINEERING (AUTONOMOUS),AUTOMOBILE ENGINEERING,114.5,0.0,96.25,96.0,0.0,0.0,0.0
14,NAMAKKAL,2613,K.S.R. COLLEGE OF ENGINEERING (AUTONOMOUS),ELECTRICAL AND ELECTRONICS ENGG.,164.75,108.25,139.5,146.25,112.75,107.5,0.0
14,NAMAKKAL,2613,K.S.R. COLLEGE OF ENGINEERING (AUTONOMOUS),CIVIL ENGINEERING,162.75,132.0,133.5,143.5,113.75,81.25,0.0
14,NAMAKKAL,2607,K.S.RANGASAMY COLLEGE OF TECHNOLOGY (AUTONOMOUS),BIO-TECHNOLOGY,184.25,168.0,180.75,175.25,160.75,121.25,0.0
14,NAMAKKAL,2607,K.S.RANGASAMY COLLEGE OF TECHNOLOGY (AUTONOMOUS),COMPUTER SCIENCE AND ENGG.,174.25,116.0,166.0,152.25,0.0,85.75,0.0
14,NAMAKKAL,2607,K.S.RANGASAMY COLLEGE OF TECHNOLOGY (AUTONOMOUS),MECHANICAL ENGINEERING,179.75,164.5,172.75,171.25,109.5,112.75,129.25
14,NAMAKKAL,2607,K.S.RANGASAMY COLLEGE OF TECHNOLOGY (AUTONOMOUS),TEXTILE TECHNOLOGY,168.75,0.0,150.25,146.25,0.0,0.0,0.0
14,NAMAKKAL,2607,K.S.RANGASAMY COLLEGE OF TECHNOLOGY (AUTONOMOUS),ELECTRONICS AND INSTRU ENGG.,145.75,0.0,121.0,138.25,0.0,0.0,0.0
14,NAMAKKAL,2607,K.S.RANGASAMY COLLEGE OF TECHNOLOGY (AUTONOMOUS),INFORMATION TECHNOLOGY,148.25,126.25,116.25,80.0,0.0,0.0,0.0
14,NAMAKKAL,2607,K.S.RANGASAMY COLLEGE OF TECHNOLOGY (AUTONOMOUS),MECHATRONICS,166.25,123.5,150.75,121.0,0.0,98.25,0.0
14,NAMAKKAL,2607,K.S.RANGASAMY COLLEGE OF TECHNOLOGY (AUTONOMOUS),ELECTRONICS AND COMMUNICATION ENGG.,180.5,138.5,173.75,161.5,109.75,96.75,169.75
14,NAMAKKAL,2607,K.S.RANGASAMY COLLEGE OF TECHNOLOGY (AUTONOMOUS),NANO SCIENCE AND TECHNOLOGY,180.75,175.0,165.75,126.25,0.0,128.5,0.0
14,NAMAKKAL,2607,K.S.RANGASAMY COLLEGE OF TECHNOLOGY (AUTONOMOUS),ELECTRICAL AND ELECTRONICS ENGG.,179.0,131.75,169.5,167.75,130.0,122.25,0.0
14,NAMAKKAL,2607,K.S.RANGASAMY COLLEGE OF TECHNOLOGY (AUTONOMOUS),CIVIL ENGINEERING,181.5,171.75,176.5,170.75,161.25,133.75,0.0
14,NAMAKKAL,2631,KING COLLEGE OF TECHNOLOGY,COMPUTER SCIENCE AND ENGG.,101.75,0.0,0.0,0.0,0.0,0.0,0.0
14,NAMAKKAL,2631,KING COLLEGE OF TECHNOLOGY,MECHANICAL ENGINEERING,95.25,0.0,0.0,0.0,0.0,0.0,0.0
14,NAMAKKAL,2631,KING COLLEGE OF TECHNOLOGY,ELECTRONICS AND COMMUNICATION ENGG.,127.0,0.0,0.0,0.0,0.0,0.0,0.0
14,NAMAKKAL,2631,KING COLLEGE OF TECHNOLOGY,AUTOMOBILE ENGINEERING,94.75,0.0,0.0,0.0,0.0,0.0,0.0
14,NAMAKKAL,2631,KING COLLEGE OF TECHNOLOGY,ELECTRICAL AND ELECTRONICS ENGG.,146.0,0.0,0.0,0.0,0.0,0.0,0.0
14,NAMAKKAL,2631,KING COLLEGE OF TECHNOLOGY,CIVIL ENGINEERING,93.75,0.0,0.0,0.0,0.0,0.0,0.0
14,NAMAKKAL,2609,MAHENDRA ENGINEERING COLLEGE (AUTONOMOUS),COMPUTER SCIENCE AND ENGG.,132.25,110.25,87.75,77.5,0.0,0.0,0.0
14,NAMAKKAL,2609,MAHENDRA ENGINEERING COLLEGE (AUTONOMOUS),MECHANICAL ENGINEERING,160.0,115.25,140.0,146.25,142.25,91.75,0.0
14,NAMAKKAL,2609,MAHENDRA ENGINEERING COLLEGE (AUTONOMOUS),ELECTRONICS AND INSTRU ENGG.,104.25,0.0,90.0,100.25,0.0,0.0,0.0
14,NAMAKKAL,2609,MAHENDRA ENGINEERING COLLEGE (AUTONOMOUS),INFORMATION TECHNOLOGY,98.75,0.0,0.0,0.0,0.0,0.0,0.0
14,NAMAKKAL,2609,MAHENDRA ENGINEERING COLLEGE (AUTONOMOUS),AERONAUTICAL ENGINEERING,130.25,0.0,92.75,0.0,0.0,0.0,0.0
14,NAMAKKAL,2609,MAHENDRA ENGINEERING COLLEGE (AUTONOMOUS),MECHANICAL ENGINEERING AND AUTOMATION,115.0,94.75,87.25,86.25,0.0,0.0,0.0
14,NAMAKKAL,2609,MAHENDRA ENGINEERING COLLEGE (AUTONOMOUS),MECHATRONICS,137.75,101.0,86.75,88.25,0.0,0.0,0.0
14,NAMAKKAL,2609,MAHENDRA ENGINEERING COLLEGE (AUTONOMOUS),ELECTRONICS AND COMMUNICATION ENGG.,161.5,0.0,88.25,81.75,0.0,102.75,0.0
14,NAMAKKAL,2609,MAHENDRA ENGINEERING COLLEGE (AUTONOMOUS),AGRICULTURE ENGINEERING,185.0,149.75,178.0,179.25,154.5,163.0,0.0
14,NAMAKKAL,2609,MAHENDRA ENGINEERING COLLEGE (AUTONOMOUS),ELECTRICAL AND ELECTRONICS ENGG.,140.25,0.0,92.5,106.25,128.0,120.5,0.0
14,NAMAKKAL,2609,MAHENDRA ENGINEERING COLLEGE (AUTONOMOUS),CIVIL ENGINEERING,146.75,120.5,105.0,124.0,0.0,103.75,0.0
14,NAMAKKAL,2638,MAHENDRA ENGINEERING COLLEGE FOR WOMEN,COMPUTER SCIENCE AND ENGG.,98.5,0.0,0.0,0.0,0.0,0.0,0.0
14,NAMAKKAL,2638,MAHENDRA ENGINEERING COLLEGE FOR WOMEN,INFORMATION TECHNOLOGY,122.0,0.0,0.0,0.0,0.0,0.0,0.0
14,NAMAKKAL,2638,MAHENDRA ENGINEERING COLLEGE FOR WOMEN,ELECTRONICS AND COMMUNICATION ENGG.,133.5,0.0,0.0,0.0,0.0,0.0,0.0
14,NAMAKKAL,2638,MAHENDRA ENGINEERING COLLEGE FOR WOMEN,ELECTRICAL AND ELECTRONICS ENGG.,107.75,0.0,0.0,0.0,0.0,0.0,0.0
14,NAMAKKAL,2665,MAHENDRA INSTITUTE OF ENGINEERING AND TECHNOLOGY,MECHANICAL ENGINEERING,86.0,0.0,0.0,0.0,0.0,0.0,0.0
14,NAMAKKAL,2665,MAHENDRA INSTITUTE OF ENGINEERING AND TECHNOLOGY,AERONAUTICAL ENGINEERING,86.0,0.0,0.0,0.0,0.0,0.0,0.0
14,NAMAKKAL,2665,MAHENDRA INSTITUTE OF ENGINEERING AND TECHNOLOGY,ELECTRONICS AND COMMUNICATION ENGG.,112.25,0.0,0.0,0.0,0.0,0.0,0.0
14,NAMAKKAL,2665,MAHENDRA INSTITUTE OF ENGINEERING AND TECHNOLOGY,CIVIL ENGINEERING,95.75,0.0,0.0,0.0,0.0,0.0,0.0
14,NAMAKKAL,2665,MAHENDRA INSTITUTE OF ENGINEERING AND TECHNOLOGY,PETROCHEMICAL ENGINEERING,136.25,109.25,90.75,89.25,0.0,101.5,0.0
14,NAMAKKAL,2632,MAHENDRA INSTITUTE OF TECHNOLOGY,COMPUTER SCIENCE AND ENGG.,79.5,0.0,0.0,0.0,0.0,0.0,0.0
14,NAMAKKAL,2632,MAHENDRA INSTITUTE OF TECHNOLOGY,MECHANICAL ENGINEERING,122.0,89.75,86.25,100.25,0.0,0.0,0.0
14,NAMAKKAL,2632,MAHENDRA INSTITUTE OF TECHNOLOGY,ELECTRONICS AND COMMUNICATION ENGG.,86.75,0.0,0.0,0.0,0.0,0.0,0.0
14,NAMAKKAL,2632,MAHENDRA INSTITUTE OF TECHNOLOGY,BIO MEDICAL ENGINEERING,174.25,155.75,161.0,161.0,152.0,128.0,0.0
14,NAMAKKAL,2632,MAHENDRA INSTITUTE OF TECHNOLOGY,AUTOMOBILE ENGINEERING,145.25,93.5,96.75,86.0,0.0,0.0,0.0
14,NAMAKKAL,2632,MAHENDRA INSTITUTE OF TECHNOLOGY,ELECTRICAL AND ELECTRONICS ENGG.,79.25,0.0,0.0,0.0,0.0,0.0,0.0
14,NAMAKKAL,2632,MAHENDRA INSTITUTE OF TECHNOLOGY,CIVIL ENGINEERING,115.75,0.0,99.25,98.75,0.0,0.0,0.0
14,NAMAKKAL,2314,MUTHAYAMMAL COLLEGE OF ENGINEERING,COMPUTER SCIENCE AND ENGG.,79.25,0.0,0.0,0.0,0.0,0.0,0.0
14,NAMAKKAL,2314,MUTHAYAMMAL COLLEGE OF ENGINEERING,MECHANICAL ENGINEERING,144.25,0.0,108.25,110.75,0.0,118.25,0.0
14,NAMAKKAL,2314,MUTHAYAMMAL COLLEGE OF ENGINEERING,ELECTRONICS AND COMMUNICATION ENGG.,95.75,0.0,0.0,0.0,0.0,0.0,0.0
14,NAMAKKAL,2314,MUTHAYAMMAL COLLEGE OF ENGINEERING,ELECTRICAL AND ELECTRONICS ENGG.,133.25,0.0,86.5,95.0,0.0,0.0,0.0
14,NAMAKKAL,2314,MUTHAYAMMAL COLLEGE OF ENGINEERING,CIVIL ENGINEERING,111.25,87.0,88.75,89.75,0.0,0.0,0.0
14,NAMAKKAL,2610,MUTHAYAMMAL ENGINEERING COLLEGE,COMPUTER SCIENCE AND ENGG.,145.5,98.5,93.25,82.0,0.0,0.0,0.0
14,NAMAKKAL,2610,MUTHAYAMMAL ENGINEERING COLLEGE,MECHANICAL ENGINEERING,151.25,113.0,130.5,115.25,0.0,127.0,0.0
14,NAMAKKAL,2610,MUTHAYAMMAL ENGINEERING COLLEGE,INFORMATION TECHNOLOGY,142.5,94.5,90.5,79.75,0.0,0.0,0.0
14,NAMAKKAL,2610,MUTHAYAMMAL ENGINEERING COLLEGE,ELECTRONICS AND COMMUNICATION ENGG.,139.25,0.0,89.25,80.25,0.0,134.5,0.0
14,NAMAKKAL,2610,MUTHAYAMMAL ENGINEERING COLLEGE,ELECTRICAL AND ELECTRONICS ENGG.,150.0,0.0,102.25,98.5,0.0,0.0,0.0
14,NAMAKKAL,2610,MUTHAYAMMAL ENGINEERING COLLEGE,CIVIL ENGINEERING,114.5,99.25,95.0,79.75,0.0,87.75,0.0
14,NAMAKKAL,2612,P G P COLLEGE OF ENGINEERING AND TECHNOLOGY,COMPUTER SCIENCE AND ENGG.,80.75,0.0,0.0,0.0,0.0,0.0,0.0
14,NAMAKKAL,2612,P G P COLLEGE OF ENGINEERING AND TECHNOLOGY,MECHANICAL ENGINEERING,124.25,98.75,92.0,94.5,0.0,0.0,0.0
14,NAMAKKAL,2612,P G P COLLEGE OF ENGINEERING AND TECHNOLOGY,ELECTRONICS AND COMMUNICATION ENGG.,98.25,0.0,0.0,0.0,0.0,0.0,0.0
14,NAMAKKAL,2612,P G P COLLEGE OF ENGINEERING AND TECHNOLOGY,ELECTRICAL AND ELECTRONICS ENGG.,100.0,0.0,0.0,0.0,0.0,0.0,0.0
14,NAMAKKAL,2612,P G P COLLEGE OF ENGINEERING AND TECHNOLOGY,CIVIL ENGINEERING,100.5,0.0,0.0,0.0,0.0,0.0,0.0
14,NAMAKKAL,2628,PAAVAI COLLEGE OF ENGINEERING,MECHANICAL ENGINEERING,118.25,0.0,93.5,98.5,0.0,0.0,0.0
14,NAMAKKAL,2628,PAAVAI COLLEGE OF ENGINEERING,ELECTRONICS AND COMMUNICATION ENGG.,85.5,0.0,0.0,0.0,0.0,0.0,0.0
14,NAMAKKAL,2628,PAAVAI COLLEGE OF ENGINEERING,AUTOMOBILE ENGINEERING,85.25,0.0,0.0,0.0,0.0,0.0,0.0
14,NAMAKKAL,2628,PAAVAI COLLEGE OF ENGINEERING,ELECTRICAL AND ELECTRONICS ENGG.,99.25,0.0,0.0,0.0,0.0,0.0,0.0
14,NAMAKKAL,2628,PAAVAI COLLEGE OF ENGINEERING,CIVIL ENGINEERING,103.75,0.0,110.0,101.0,0.0,87.0,0.0
14,NAMAKKAL,2611,PAAVAI ENGINEERING COLLEGE (AUTONOMOUS),COMPUTER SCIENCE AND ENGG.,139.75,100.25,85.25,82.5,0.0,92.75,0.0
14,NAMAKKAL,2611,PAAVAI ENGINEERING COLLEGE (AUTONOMOUS),MECHANICAL ENGINEERING,153.0,113.5,125.0,117.5,0.0,90.25,0.0
14,NAMAKKAL,2611,PAAVAI ENGINEERING COLLEGE (AUTONOMOUS),INFORMATION TECHNOLOGY,104.75,0.0,0.0,0.0,0.0,0.0,0.0
14,NAMAKKAL,2611,PAAVAI ENGINEERING COLLEGE (AUTONOMOUS),AERONAUTICAL ENGINEERING,82.25,0.0,0.0,0.0,0.0,0.0,0.0
14,NAMAKKAL,2611,PAAVAI ENGINEERING COLLEGE (AUTONOMOUS),MECHATRONICS,137.5,100.25,88.5,101.75,0.0,129.5,0.0
14,NAMAKKAL,2611,PAAVAI ENGINEERING COLLEGE (AUTONOMOUS),ELECTRONICS AND COMMUNICATION ENGG.,130.5,91.0,93.0,82.25,0.0,0.0,0.0
14,NAMAKKAL,2611,PAAVAI ENGINEERING COLLEGE (AUTONOMOUS),AGRICULTURE ENGINEERING,174.25,143.0,164.75,167.0,147.75,151.25,109.0
14,NAMAKKAL,2611,PAAVAI ENGINEERING COLLEGE (AUTONOMOUS),CHEMICAL ENGINEERING,173.0,161.75,164.0,155.25,0.0,89.75,0.0
14,NAMAKKAL,2611,PAAVAI ENGINEERING COLLEGE (AUTONOMOUS),ELECTRICAL AND ELECTRONICS ENGG.,147.0,0.0,98.5,107.25,115.5,81.25,0.0
14,NAMAKKAL,2611,PAAVAI ENGINEERING COLLEGE (AUTONOMOUS),CIVIL ENGINEERING,159.0,91.25,126.25,129.0,0.0,95.25,0.0
14,NAMAKKAL,2657,PAVAI COLLEGE OF TECHNOLOGY,MECHANICAL ENGINEERING,80.25,0.0,0.0,0.0,0.0,0.0,0.0
14,NAMAKKAL,2657,PAVAI COLLEGE OF TECHNOLOGY,MECHATRONICS,101.5,0.0,0.0,0.0,0.0,0.0,0.0
14,NAMAKKAL,2657,PAVAI COLLEGE OF TECHNOLOGY,ELECTRONICS AND COMMUNICATION ENGG.,170.5,0.0,0.0,0.0,0.0,0.0,0.0
14,NAMAKKAL,2657,PAVAI COLLEGE OF TECHNOLOGY,CIVIL ENGINEERING,112.0,0.0,0.0,0.0,0.0,0.0,0.0
14,NAMAKKAL,2614,S.S.M. COLLEGE OF ENGINEERING,COMPUTER SCIENCE AND ENGG.,115.0,0.0,0.0,0.0,0.0,0.0,0.0
14,NAMAKKAL,2614,S.S.M. COLLEGE OF ENGINEERING,MECHANICAL ENGINEERING,98.75,0.0,0.0,0.0,0.0,0.0,0.0
14,NAMAKKAL,2614,S.S.M. COLLEGE OF ENGINEERING,TEXTILE CHEMISTRY,165.75,0.0,131.25,97.5,0.0,162.25,0.0
14,NAMAKKAL,2614,S.S.M. COLLEGE OF ENGINEERING,TEXTILE TECHNOLOGY,166.0,0.0,116.75,118.75,0.0,0.0,0.0
14,NAMAKKAL,2614,S.S.M. COLLEGE OF ENGINEERING,INFORMATION TECHNOLOGY,99.25,0.0,85.5,90.25,0.0,0.0,0.0
14,NAMAKKAL,2614,S.S.M. COLLEGE OF ENGINEERING,ELECTRONICS AND COMMUNICATION ENGG.,99.5,0.0,0.0,0.0,0.0,0.0,0.0
14,NAMAKKAL,2614,S.S.M. COLLEGE OF ENGINEERING,PETRO CHEMICAL TECHNOLOGY,118.0,0.0,0.0,0.0,0.0,0.0,0.0
14,NAMAKKAL,2614,S.S.M. COLLEGE OF ENGINEERING,ELECTRICAL AND ELECTRONICS ENGG.,80.25,0.0,0.0,0.0,0.0,0.0,0.0
14,NAMAKKAL,2614,S.S.M. COLLEGE OF ENGINEERING,CIVIL ENGINEERING,114.75,0.0,0.0,0.0,0.0,0.0,0.0
14,NAMAKKAL,2627,SELVAM COLLEGE OF TECHNOLOGY,BIO-TECHNOLOGY,165.5,155.5,125.0,104.75,132.25,143.25,0.0
14,NAMAKKAL,2627,SELVAM COLLEGE OF TECHNOLOGY,COMPUTER SCIENCE AND ENGG.,101.5,0.0,86.5,92.25,0.0,0.0,0.0
14,NAMAKKAL,2627,SELVAM COLLEGE OF TECHNOLOGY,MECHANICAL ENGINEERING,86.0,0.0,0.0,0.0,0.0,0.0,0.0
14,NAMAKKAL,2627,SELVAM COLLEGE OF TECHNOLOGY,ELECTRONICS AND COMMUNICATION ENGG.,102.75,0.0,0.0,89.25,0.0,0.0,0.0
14,NAMAKKAL,2627,SELVAM COLLEGE OF TECHNOLOGY,ELECTRICAL AND ELECTRONICS ENGG.,89.75,0.0,0.0,0.0,0.0,0.0,0.0
14,NAMAKKAL,2627,SELVAM COLLEGE OF TECHNOLOGY,CIVIL ENGINEERING,93.5,0.0,0.0,0.0,0.0,0.0,0.0
14,NAMAKKAL,2629,SENGUNTHAR COLLEGE OF ENGINEERING,COMPUTER SCIENCE AND ENGG.,88.0,0.0,0.0,0.0,0.0,0.0,0.0
14,NAMAKKAL,2629,SENGUNTHAR COLLEGE OF ENGINEERING,MECHANICAL ENGINEERING,100.25,0.0,89.75,0.0,0.0,0.0,0.0
14,NAMAKKAL,2629,SENGUNTHAR COLLEGE OF ENGINEERING,INFORMATION TECHNOLOGY,104.25,0.0,0.0,0.0,0.0,0.0,0.0
14,NAMAKKAL,2629,SENGUNTHAR COLLEGE OF ENGINEERING,MEDICAL ELECTRONICS,171.5,130.25,150.5,127.0,0.0,100.0,0.0
14,NAMAKKAL,2629,SENGUNTHAR COLLEGE OF ENGINEERING,ELECTRONICS AND COMMUNICATION ENGG.,129.5,0.0,98.75,0.0,0.0,0.0,0.0
14,NAMAKKAL,2629,SENGUNTHAR COLLEGE OF ENGINEERING,ELECTRICAL AND ELECTRONICS ENGG.,136.5,0.0,133.25,105.0,0.0,0.0,0.0
14,NAMAKKAL,2617,SENGUNTHAR ENGINEERING COLLEGE,COMPUTER SCIENCE AND ENGG.,126.25,0.0,101.5,119.0,0.0,0.0,0.0
14,NAMAKKAL,2617,SENGUNTHAR ENGINEERING COLLEGE,MECHANICAL ENGINEERING,135.75,100.75,114.5,96.25,0.0,0.0,0.0
14,NAMAKKAL,2617,SENGUNTHAR ENGINEERING COLLEGE,ELECTRONICS AND COMMUNICATION ENGG.,143.0,0.0,108.75,102.0,0.0,0.0,0.0
14,NAMAKKAL,2617,SENGUNTHAR ENGINEERING COLLEGE,ELECTRICAL AND ELECTRONICS ENGG.,87.5,0.0,0.0,0.0,0.0,0.0,0.0
14,NAMAKKAL,2617,SENGUNTHAR ENGINEERING COLLEGE,CIVIL ENGINEERING,113.0,0.0,0.0,78.25,0.0,0.0,0.0
14,NAMAKKAL,2767,SRG ENGINEERING COLLEGE,COMPUTER SCIENCE AND ENGG.,116.5,0.0,0.0,0.0,0.0,0.0,0.0
14,NAMAKKAL,2767,SRG ENGINEERING COLLEGE,MECHANICAL ENGINEERING,80.0,0.0,0.0,0.0,0.0,0.0,0.0
14,NAMAKKAL,2767,SRG ENGINEERING COLLEGE,ELECTRONICS AND COMMUNICATION ENGG.,111.0,0.0,0.0,0.0,0.0,0.0,0.0
14,NAMAKKAL,2767,SRG ENGINEERING COLLEGE,ELECTRICAL AND ELECTRONICS ENGG.,80.75,0.0,0.0,0.0,0.0,0.0,0.0
14,NAMAKKAL,2633,VIDYAA VIKAS COLLEGE OF ENGINEERING AND TECHNOLOGY,COMPUTER SCIENCE AND ENGG.,99.5,0.0,0.0,0.0,0.0,0.0,0.0
14,NAMAKKAL,2633,VIDYAA VIKAS COLLEGE OF ENGINEERING AND TECHNOLOGY,MECHANICAL ENGINEERING,93.5,0.0,0.0,0.0,0.0,0.0,0.0
14,NAMAKKAL,2633,VIDYAA VIKAS COLLEGE OF ENGINEERING AND TECHNOLOGY,ELECTRONICS AND COMMUNICATION ENGG.,128.25,0.0,0.0,0.0,0.0,0.0,0.0
14,NAMAKKAL,2633,VIDYAA VIKAS COLLEGE OF ENGINEERING AND TECHNOLOGY,ELECTRICAL AND ELECTRONICS ENGG.,112.25,0.0,0.0,0.0,0.0,0.0,0.0
14,NAMAKKAL,2633,VIDYAA VIKAS COLLEGE OF ENGINEERING AND TECHNOLOGY,CIVIL ENGINEERING,104.25,0.0,0.0,0.0,0.0,0.0,0.0
14,NAMAKKAL,2620,VIVEKANANDHA COLLEGE OF ENGINEERING FOR WOMEN (AUTONOMOUS),BIO-TECHNOLOGY,174.75,150.75,167.0,122.0,0.0,0.0,0.0
14,NAMAKKAL,2620,VIVEKANANDHA COLLEGE OF ENGINEERING FOR WOMEN (AUTONOMOUS),COMPUTER SCIENCE AND ENGG.,160.25,0.0,114.75,81.0,0.0,136.75,0.0
14,NAMAKKAL,2620,VIVEKANANDHA COLLEGE OF ENGINEERING FOR WOMEN (AUTONOMOUS),INFORMATION TECHNOLOGY,153.75,0.0,112.0,103.25,0.0,0.0,0.0
14,NAMAKKAL,2620,VIVEKANANDHA COLLEGE OF ENGINEERING FOR WOMEN (AUTONOMOUS),ELECTRONICS AND COMMUNICATION ENGG.,174.25,147.75,152.75,129.0,0.0,124.5,0.0
14,NAMAKKAL,2620,VIVEKANANDHA COLLEGE OF ENGINEERING FOR WOMEN (AUTONOMOUS),ELECTRICAL AND ELECTRONICS ENGG.,159.75,122.25,92.75,104.5,0.0,0.0,0.0
14,NAMAKKAL,2661,VIVEKANANDHA COLLEGE OF TECHNOLOGY FOR WOMEN,COMPUTER SCIENCE AND ENGG.,109.75,0.0,86.75,0.0,0.0,0.0,0.0
14,NAMAKKAL,2661,VIVEKANANDHA COLLEGE OF TECHNOLOGY FOR WOMEN,ELECTRONICS AND COMMUNICATION ENGG.,142.25,138.75,99.25,84.75,0.0,0.0,0.0
14,NAMAKKAL,2661,VIVEKANANDHA COLLEGE OF TECHNOLOGY FOR WOMEN,ELECTRICAL AND ELECTRONICS ENGG.,79.25,0.0,0.0,0.0,0.0,0.0,0.0
14,NAMAKKAL,2661,VIVEKANANDHA COLLEGE OF TECHNOLOGY FOR WOMEN,CIVIL ENGINEERING,153.75,140.5,111.75,87.75,0.0,125.5,0.0
14,NAMAKKAL,2626,VIVEKANANDHA INSTITUTE OF ENGINEERING & TECHNOLOGY FOR WOMEN,COMPUTER SCIENCE AND ENGG.,147.25,141.0,127.5,99.25,0.0,0.0,0.0
14,NAMAKKAL,2626,VIVEKANANDHA INSTITUTE OF ENGINEERING & TECHNOLOGY FOR WOMEN,INFORMATION TECHNOLOGY,144.25,107.5,104.5,86.25,0.0,0.0,0.0
14,NAMAKKAL,2626,VIVEKANANDHA INSTITUTE OF ENGINEERING & TECHNOLOGY FOR WOMEN,ELECTRONICS AND COMMUNICATION ENGG.,159.5,0.0,134.0,85.25,0.0,121.5,0.0
14,NAMAKKAL,2626,VIVEKANANDHA INSTITUTE OF ENGINEERING & TECHNOLOGY FOR WOMEN,ELECTRICAL AND ELECTRONICS ENGG.,152.0,0.0,85.5,108.5,0.0,0.0,0.0
15,PERAMBALUR,3457,DHANALAKSHMI SRINIVASAN COLLEGE OF ENGINEERING,COMPUTER SCIENCE AND ENGG.,105.5,0.0,0.0,0.0,0.0,0.0,0.0
15,PERAMBALUR,3457,DHANALAKSHMI SRINIVASAN COLLEGE OF ENGINEERING,MECHANICAL ENGINEERING,97.25,0.0,0.0,81.0,0.0,0.0,0.0
15,PERAMBALUR,3457,DHANALAKSHMI SRINIVASAN COLLEGE OF ENGINEERING,ELECTRONICS AND COMMUNICATION ENGG.,86.0,0.0,0.0,0.0,0.0,0.0,0.0
15,PERAMBALUR,3457,DHANALAKSHMI SRINIVASAN COLLEGE OF ENGINEERING,ELECTRICAL AND ELECTRONICS ENGG.,97.25,0.0,0.0,0.0,0.0,0.0,0.0
15,PERAMBALUR,3457,DHANALAKSHMI SRINIVASAN COLLEGE OF ENGINEERING,CIVIL ENGINEERING,88.0,0.0,0.0,0.0,0.0,0.0,0.0
15,PERAMBALUR,3805,DHANALAKSHMI SRINIVASAN ENGINEERING COLLEGE,COMPUTER SCIENCE AND ENGG.,79.75,0.0,0.0,0.0,0.0,0.0,0.0
15,PERAMBALUR,3805,DHANALAKSHMI SRINIVASAN ENGINEERING COLLEGE,MECHANICAL ENGINEERING,126.5,85.5,96.25,79.5,101.25,98.75,0.0
15,PERAMBALUR,3805,DHANALAKSHMI SRINIVASAN ENGINEERING COLLEGE,INFORMATION TECHNOLOGY,88.0,0.0,0.0,0.0,0.0,0.0,0.0
15,PERAMBALUR,3805,DHANALAKSHMI SRINIVASAN ENGINEERING COLLEGE,ELECTRONICS AND COMMUNICATION ENGG.,89.5,0.0,0.0,0.0,0.0,0.0,0.0
15,PERAMBALUR,3805,DHANALAKSHMI SRINIVASAN ENGINEERING COLLEGE,BIO MEDICAL ENGINEERING,173.25,160.5,166.0,157.25,0.0,142.75,0.0
15,PERAMBALUR,3805,DHANALAKSHMI SRINIVASAN ENGINEERING COLLEGE,ELECTRICAL AND ELECTRONICS ENGG.,90.0,0.0,0.0,0.0,0.0,0.0,0.0
15,PERAMBALUR,3805,DHANALAKSHMI SRINIVASAN ENGINEERING COLLEGE,CIVIL ENGINEERING,110.25,100.75,92.0,97.25,0.0,98.0,0.0
