DistCode,District,College Code,College Name,Branch,OC,BCM,BC,MBC,SCA,SC,ST
3,COIMBATORE,2727,SRI SHAKTHI INSTITUTE OF ENGINEERING AND TECHNOLOGY,INFORMATION TECHNOLOGY,171.5,0.0,165.0,96.25,0.0,133.25,0.0
3,COIMBATORE,2727,SRI SHAKTHI INSTITUTE OF ENGINEERING AND TECHNOLOGY,ELECTRONICS AND COMMUNICATION ENGG.,180.75,118.75,175.0,126.75,118.0,121.75,0.0
3,COIMBATORE,2727,SRI SHAKTHI INSTITUTE OF ENGINEERING AND TECHNOLOGY,ELECTRICAL AND ELECTRONICS ENGG.,173.5,155.5,162.25,100.75,0.0,116.0,0.0
3,COIMBATORE,2727,SRI SHAKTHI INSTITUTE OF ENGINEERING AND TECHNOLOGY,CIVIL ENGINEERING,174.25,134.25,169.25,148.75,93.25,94.25,0.0
3,COIMBATORE,2765,SRIGURU INSTITUTE OF TECHNOLOGY,COMPUTER SCIENCE AND ENGG.,154.0,0.0,117.25,95.25,0.0,131.0,0.0
3,COIMBATORE,2765,SRIGURU INSTITUTE OF TECHNOLOGY,MECHANICAL ENGINEERING,138.75,0.0,112.25,101.0,0.0,0.0,0.0
3,COIMBATORE,2765,SRIGURU INSTITUTE OF TECHNOLOGY,ELECTRONICS AND COMMUNICATION ENGG.,164.25,0.0,90.75,108.0,0.0,0.0,0.0
3,COIMBATORE,2765,SRIGURU INSTITUTE OF TECHNOLOGY,ELECTRICAL AND ELECTRONICS ENGG.,123.0,0.0,100.0,0.0,0.0,0.0,0.0
3,COIMBATORE,2765,SRIGURU INSTITUTE OF TECHNOLOGY,CIVIL ENGINEERING,122.25,0.0,105.5,83.0,0.0,0.0,0.0
3,COIMBATORE,2360,SUGUNA COLLEGE OF ENGINEERING,MECHANICAL ENGINEERING,116.5,0.0,110.25,87.75,0.0,0.0,0.0
3,COIMBATORE,2360,SUGUNA COLLEGE OF ENGINEERING,MECHATRONICS,111.75,0.0,0.0,0.0,0.0,0.0,0.0
3,COIMBATORE,2360,SUGUNA COLLEGE OF ENGINEERING,ELECTRONICS AND COMMUNICATION ENGG.,192.0,0.0,0.0,0.0,0.0,0.0,0.0
3,COIMBATORE,2360,SUGUNA COLLEGE OF ENGINEERING,ELECTRICAL AND ELECTRONICS ENGG.,166.0,0.0,0.0,0.0,0.0,0.0,0.0
3,COIMBATORE,2360,SUGUNA COLLEGE OF ENGINEERING,CIVIL ENGINEERING,99.0,0.0,0.0,0.0,0.0,0.0,0.0
3,COIMBATORE,2721,TAMILNADU COLLEGE OF ENGINEERING,COMPUTER SCIENCE AND ENGG.,138.0,0.0,102.25,91.0,0.0,136.0,0.0
3,COIMBATORE,2721,TAMILNADU COLLEGE OF ENGINEERING,MECHANICAL ENGINEERING,178.25,153.75,174.25,167.25,124.75,131.5,0.0
3,COIMBATORE,2721,TAMILNADU COLLEGE OF ENGINEERING,INFORMATION TECHNOLOGY,87.5,0.0,0.0,0.0,0.0,0.0,0.0
3,COIMBATORE,2721,TAMILNADU COLLEGE OF ENGINEERING,ELECTRONICS AND COMMUNICATION ENGG.,154.25,118.0,127.0,101.75,0.0,152.5,0.0
3,COIMBATORE,2721,TAMILNADU COLLEGE OF ENGINEERING,AUTOMOBILE ENGINEERING,160.75,148.0,139.0,126.0,0.0,0.0,0.0
3,COIMBATORE,2721,TAMILNADU COLLEGE OF ENGINEERING,ELECTRICAL AND ELECTRONICS ENGG.,157.0,136.75,143.0,95.0,0.0,109.75,0.0
3,COIMBATORE,2721,TAMILNADU COLLEGE OF ENGINEERING,CIVIL ENGINEERING,178.25,172.0,174.0,166.5,0.0,149.0,0.0
3,COIMBATORE,2721,TAMILNADU COLLEGE OF ENGINEERING,INSTRUMENTATION AND CONTROL,108.5,0.0,108.0,85.5,0.0,0.0,0.0
3,COIMBATORE,2757,TEJAA SHAKTHI INSTITUTE OF TECHNOLOGY FOR WOMEN,COMPUTER SCIENCE AND ENGG.,84.0,0.0,0.0,0.0,0.0,0.0,0.0
3,COIMBATORE,2757,TEJAA SHAKTHI INSTITUTE OF TECHNOLOGY FOR WOMEN,INFORMATION TECHNOLOGY,92.0,0.0,0.0,0.0,0.0,0.0,0.0
3,COIMBATORE,2757,TEJAA SHAKTHI INSTITUTE OF TECHNOLOGY FOR WOMEN,ELECTRONICS AND COMMUNICATION ENGG.,83.5,0.0,0.0,0.0,0.0,0.0,0.0
3,COIMBATORE,2757,TEJAA SHAKTHI INSTITUTE OF TECHNOLOGY FOR WOMEN,ELECTRICAL AND ELECTRONICS ENGG.,159.0,0.0,0.0,0.0,0.0,0.0,0.0
3,COIMBATORE,2761,UNITED INSTITUTE OF TECHNOLOGY,COMPUTER SCIENCE AND ENGG.,141.0,99.75,91.0,96.5,0.0,0.0,0.0
3,COIMBATORE,2761,UNITED INSTITUTE OF TECHNOLOGY,MECHANICAL ENGINEERING,138.25,107.0,101.0,102.5,0.0,0.0,115.0
3,COIMBATORE,2761,UNITED INSTITUTE OF TECHNOLOGY,ELECTRONICS AND COMMUNICATION ENGG.,150.0,0.0,103.75,109.5,0.0,0.0,114.75
3,COIMBATORE,2761,UNITED INSTITUTE OF TECHNOLOGY,ELECTRICAL AND ELECTRONICS ENGG.,94.0,0.0,0.0,0.0,0.0,0.0,0.0
3,COIMBATORE,2761,UNITED INSTITUTE OF TECHNOLOGY,CIVIL ENGINEERING,153.5,145.5,140.75,133.25,0.0,136.75,0.0
3,COIMBATORE,2357,V.S.B. COLLEGE OF ENGINEERING TECHNICAL CAMPUS,COMPUTER SCIENCE AND ENGG.,176.5,104.25,167.75,94.0,0.0,0.0,0.0
3,COIMBATORE,2357,V.S.B. COLLEGE OF ENGINEERING TECHNICAL CAMPUS,MECHANICAL ENGINEERING,162.5,145.0,150.75,133.75,0.0,104.75,0.0
3,COIMBATORE,2357,V.S.B. COLLEGE OF ENGINEERING TECHNICAL CAMPUS,ELECTRONICS AND COMMUNICATION ENGG.,180.0,107.25,165.75,87.5,0.0,166.75,0.0
3,COIMBATORE,2357,V.S.B. COLLEGE OF ENGINEERING TECHNICAL CAMPUS,ELECTRICAL AND ELECTRONICS ENGG.,163.75,155.0,124.25,122.75,0.0,0.0,0.0
3,COIMBATORE,2357,V.S.B. COLLEGE OF ENGINEERING TECHNICAL CAMPUS,CIVIL ENGINEERING,156.0,96.5,128.0,99.25,0.0,0.0,0.0
3,COIMBATORE,2368,VISHNU LAKSHMI COLLEGE OF ENGINEERING AND TECHNOLOGY,MECHANICAL ENGINEERING,133.25,0.0,0.0,0.0,0.0,0.0,0.0
4,CUDDALORE,3425,C.K. COLLEGE OF ENGINEERING AND TECHNOLOGY,COMPUTER SCIENCE AND ENGG.,111.0,0.0,87.75,98.75,0.0,0.0,0.0
4,CUDDALORE,3425,C.K. COLLEGE OF ENGINEERING AND TECHNOLOGY,MECHANICAL ENGINEERING,141.0,105.5,97.25,126.75,0.0,84.0,0.0
4,CUDDALORE,3425,C.K. COLLEGE OF ENGINEERING AND TECHNOLOGY,ELECTRONICS AND COMMUNICATION ENGG.,87.0,0.0,0.0,0.0,0.0,0.0,0.0
4,CUDDALORE,3425,C.K. COLLEGE OF ENGINEERING AND TECHNOLOGY,ELECTRICAL AND ELECTRONICS ENGG.,134.0,0.0,91.75,107.0,0.0,123.75,0.0
4,CUDDALORE,3425,C.K. COLLEGE OF ENGINEERING AND TECHNOLOGY,CIVIL ENGINEERING,145.5,110.75,99.0,112.0,0.0,79.5,0.0
4,CUDDALORE,3822,DR.NAVALAR NEDUNCHEZHIYAN COLLEGE OF ENGINEERING,MECHANICAL ENGINEERING,88.75,0.0,0.0,0.0,0.0,0.0,0.0
4,CUDDALORE,3822,DR.NAVALAR NEDUNCHEZHIYAN COLLEGE OF ENGINEERING,ELECTRONICS AND COMMUNICATION ENGG.,108.5,0.0,0.0,0.0,0.0,0.0,0.0
4,CUDDALORE,3822,DR.NAVALAR NEDUNCHEZHIYAN COLLEGE OF ENGINEERING,ELECTRICAL AND ELECTRONICS ENGG.,124.0,0.0,0.0,0.0,0.0,0.0,0.0
4,CUDDALORE,3822,DR.NAVALAR NEDUNCHEZHIYAN COLLEGE OF ENGINEERING,CIVIL ENGINEERING,106.0,0.0,0.0,0.0,0.0,0.0,0.0
4,CUDDALORE,3410,KRISHNASAMY COLLEGE OF ENGINEERING AND TECHNOLOGY,COMPUTER SCIENCE AND ENGG.,77.75,0.0,0.0,0.0,0.0,0.0,0.0
4,CUDDALORE,3410,KRISHNASAMY COLLEGE OF ENGINEERING AND TECHNOLOGY,MECHANICAL ENGINEERING,163.75,140.25,111.25,151.0,0.0,129.5,0.0
4,CUDDALORE,3410,KRISHNASAMY COLLEGE OF ENGINEERING AND TECHNOLOGY,ELECTRONICS AND COMMUNICATION ENGG.,141.75,138.75,117.25,113.0,0.0,118.25,0.0
4,CUDDALORE,3410,KRISHNASAMY COLLEGE OF ENGINEERING AND TECHNOLOGY,ELECTRICAL AND ELECTRONICS ENGG.,79.75,0.0,0.0,0.0,0.0,0.0,0.0
4,CUDDALORE,3410,KRISHNASAMY COLLEGE OF ENGINEERING AND TECHNOLOGY,CIVIL ENGINEERING,148.0,146.0,96.75,132.0,0.0,81.25,0.0
4,CUDDALORE,3843,M R K INSTITUTE OF TECHNOLOGY,COMPUTER SCIENCE AND ENGG.,114.25,0.0,0.0,79.0,0.0,0.0,0.0
4,CUDDALORE,3843,M R K INSTITUTE OF TECHNOLOGY,MECHANICAL ENGINEERING,138.0,0.0,111.25,127.0,0.0,93.5,0.0
4,CUDDALORE,3843,M R K INSTITUTE OF TECHNOLOGY,ELECTRONICS AND COMMUNICATION ENGG.,98.25,0.0,0.0,0.0,0.0,0.0,0.0
4,CUDDALORE,3843,M R K INSTITUTE OF TECHNOLOGY,ELECTRICAL AND ELECTRONICS ENGG.,136.5,0.0,93.0,92.25,0.0,0.0,0.0
4,CUDDALORE,3843,M R K INSTITUTE OF TECHNOLOGY,CIVIL ENGINEERING,119.25,0.0,87.75,89.75,0.0,96.0,0.0
4,CUDDALORE,3860,St. ANNE'S COLLEGE OF ENGINEERING AND TECHNOLOGY,COMPUTER SCIENCE AND ENGG.,81.0,0.0,0.0,0.0,0.0,0.0,0.0
4,CUDDALORE,3860,St. ANNE'S COLLEGE OF ENGINEERING AND TECHNOLOGY,MECHANICAL ENGINEERING,114.5,0.0,0.0,87.5,0.0,0.0,0.0
4,CUDDALORE,3860,St. ANNE'S COLLEGE OF ENGINEERING AND TECHNOLOGY,ELECTRONICS AND COMMUNICATION ENGG.,151.75,0.0,0.0,0.0,0.0,0.0,0.0
4,CUDDALORE,3860,St. ANNE'S COLLEGE OF ENGINEERING AND TECHNOLOGY,ELECTRICAL AND ELECTRONICS ENGG.,86.0,0.0,0.0,0.0,0.0,0.0,0.0
4,CUDDALORE,3019,UNIVERSITY COLLEGE OF ENGINEERING  PANRUTI,COMPUTER SCIENCE AND ENGG.,176.0,164.25,171.25,172.75,96.5,159.75,139.25
4,CUDDALORE,3019,UNIVERSITY COLLEGE OF ENGINEERING  PANRUTI,MECHANICAL ENGINEERING,186.25,171.25,182.25,183.5,144.5,175.0,0.0
4,CUDDALORE,3019,UNIVERSITY COLLEGE OF ENGINEERING  PANRUTI,ELECTRONICS AND COMMUNICATION ENGG.,184.25,159.5,177.25,178.5,147.0,171.0,135.25
4,CUDDALORE,3019,UNIVERSITY COLLEGE OF ENGINEERING  PANRUTI,CIVIL ENGINEERING - TAMIL MEDIUM,125.5,100.5,0.0,96.75,0.0,78.25,0.0
4,CUDDALORE,3019,UNIVERSITY COLLEGE OF ENGINEERING  PANRUTI,MECHANICAL ENGINEERING - TAMIL MEDIUM,113.25,0.0,0.0,89.25,0.0,0.0,0.0
4,CUDDALORE,3019,UNIVERSITY COLLEGE OF ENGINEERING  PANRUTI,ELECTRICAL AND ELECTRONICS ENGG.,182.25,148.75,176.5,179.25,141.75,173.0,0.0
4,CUDDALORE,3019,UNIVERSITY COLLEGE OF ENGINEERING  PANRUTI,CIVIL ENGINEERING,183.5,174.5,177.5,180.25,143.5,174.25,177.0
5,DHARMAPURI,2369,GOVERNMENT COLLEGE OF ENGINEERING - DHARMAPURI,COMPUTER SCIENCE AND ENGG.,181.75,170.0,179.75,178.5,155.0,168.5,0.0
5,DHARMAPURI,2369,GOVERNMENT COLLEGE OF ENGINEERING - DHARMAPURI,MECHANICAL ENGINEERING,188.0,177.75,186.25,185.0,174.0,177.25,178.25
5,DHARMAPURI,2369,GOVERNMENT COLLEGE OF ENGINEERING - DHARMAPURI,ELECTRONICS AND COMMUNICATION ENGG.,187.75,171.5,183.25,182.25,169.5,172.75,179.0
5,DHARMAPURI,2369,GOVERNMENT COLLEGE OF ENGINEERING - DHARMAPURI,ELECTRICAL AND ELECTRONICS ENGG.,186.0,174.5,181.75,182.0,169.5,175.5,0.0
5,DHARMAPURI,2369,GOVERNMENT COLLEGE OF ENGINEERING - DHARMAPURI,CIVIL ENGINEERING,186.0,180.75,182.0,182.0,169.25,172.0,163.0
5,DHARMAPURI,2640,JAYALAKSHMI INSTITUTE OF TECHNOLOGY,COMPUTER SCIENCE AND ENGG.,82.0,0.0,0.0,0.0,0.0,0.0,0.0
5,DHARMAPURI,2640,JAYALAKSHMI INSTITUTE OF TECHNOLOGY,MECHANICAL ENGINEERING,152.25,0.0,90.25,122.5,0.0,124.25,0.0
5,DHARMAPURI,2640,JAYALAKSHMI INSTITUTE OF TECHNOLOGY,ELECTRONICS AND COMMUNICATION ENGG.,91.5,0.0,0.0,85.25,0.0,0.0,0.0
5,DHARMAPURI,2640,JAYALAKSHMI INSTITUTE OF TECHNOLOGY,ELECTRICAL AND ELECTRONICS ENGG.,142.0,0.0,86.5,101.25,0.0,110.0,0.0
5,DHARMAPURI,2640,JAYALAKSHMI INSTITUTE OF TECHNOLOGY,CIVIL ENGINEERING,115.75,107.25,96.75,85.25,0.0,0.0,0.0
5,DHARMAPURI,2606,JAYAM COLLEGE OF ENGINEERING AND TECHNOLOGY,COMPUTER SCIENCE AND ENGG.,86.75,0.0,0.0,0.0,0.0,0.0,0.0
5,DHARMAPURI,2606,JAYAM COLLEGE OF ENGINEERING AND TECHNOLOGY,MECHANICAL ENGINEERING,164.0,0.0,90.75,111.5,0.0,93.25,0.0
5,DHARMAPURI,2606,JAYAM COLLEGE OF ENGINEERING AND TECHNOLOGY,INFORMATION TECHNOLOGY,81.0,0.0,0.0,0.0,0.0,0.0,0.0
5,DHARMAPURI,2606,JAYAM COLLEGE OF ENGINEERING AND TECHNOLOGY,AERONAUTICAL ENGINEERING,178.0,0.0,0.0,0.0,0.0,0.0,0.0
5,DHARMAPURI,2606,JAYAM COLLEGE OF ENGINEERING AND TECHNOLOGY,ELECTRONICS AND COMMUNICATION ENGG.,98.25,0.0,0.0,84.25,0.0,0.0,0.0
5,DHARMAPURI,2606,JAYAM COLLEGE OF ENGINEERING AND TECHNOLOGY,ELECTRICAL AND ELECTRONICS ENGG.,174.25,0.0,169.25,147.25,0.0,0.0,0.0
5,DHARMAPURI,2606,JAYAM COLLEGE OF ENGINEERING AND TECHNOLOGY,CIVIL ENGINEERING,94.25,0.0,0.0,81.5,0.0,0.0,0.0
5,DHARMAPURI,2616,SAPTHAGIRI COLLEGE OF ENGINEERING,MECHANICAL ENGINEERING,95.0,0.0,0.0,0.0,0.0,0.0,0.0
5,DHARMAPURI,2683,SHREENIVASA ENGINEERING COLLEGE,COMPUTER SCIENCE AND ENGG.,81.0,0.0,0.0,0.0,0.0,0.0,0.0
5,DHARMAPURI,2683,SHREENIVASA ENGINEERING COLLEGE,MECHANICAL ENGINEERING,108.5,0.0,98.5,82.75,0.0,0.0,0.0
5,DHARMAPURI,2683,SHREENIVASA ENGINEERING COLLEGE,ELECTRONICS AND COMMUNICATION ENGG.,79.25,0.0,0.0,0.0,0.0,0.0,0.0
5,DHARMAPURI,2683,SHREENIVASA ENGINEERING COLLEGE,ELECTRICAL AND ELECTRONICS ENGG.,95.5,0.0,0.0,83.75,0.0,0.0,0.0
5,DHARMAPURI,2683,SHREENIVASA ENGINEERING COLLEGE,CIVIL ENGINEERING,85.25,0.0,0.0,0.0,0.0,0.0,0.0
5,DHARMAPURI,2641,VARUVAN VADIVELAN INSTITUTE OF TECHNOLOGY,COMPUTER SCIENCE AND ENGG.,95.75,0.0,0.0,0.0,0.0,0.0,0.0
5,DHARMAPURI,2641,VARUVAN VADIVELAN INSTITUTE OF TECHNOLOGY,MECHANICAL ENGINEERING,79.5,0.0,0.0,0.0,0.0,0.0,0.0
5,DHARMAPURI,2641,VARUVAN VADIVELAN INSTITUTE OF TECHNOLOGY,ELECTRONICS AND COMMUNICATION ENGG.,139.75,0.0,0.0,0.0,0.0,0.0,0.0
5,DHARMAPURI,2641,VARUVAN VADIVELAN INSTITUTE OF TECHNOLOGY,ELECTRICAL AND ELECTRONICS ENGG.,113.0,0.0,0.0,0.0,0.0,0.0,0.0
5,DHARMAPURI,2641,VARUVAN VADIVELAN INSTITUTE OF TECHNOLOGY,CIVIL ENGINEERING,91.5,0.0,0.0,86.5,0.0,0.0,0.0
6,DINDIGUL,5540,ARINGER ANNA COLLEGE OF ENGINEERING AND TECHNOLOGY,MECHANICAL ENGINEERING,87.25,0.0,0.0,0.0,0.0,0.0,0.0
6,DINDIGUL,5540,ARINGER ANNA COLLEGE OF ENGINEERING AND TECHNOLOGY,ELECTRONICS AND COMMUNICATION ENGG.,138.0,0.0,0.0,0.0,0.0,0.0,0.0
6,DINDIGUL,5540,ARINGER ANNA COLLEGE OF ENGINEERING AND TECHNOLOGY,CIVIL ENGINEERING,87.25,0.0,0.0,0.0,0.0,0.0,0.0
6,DINDIGUL,5703,CHRISTIAN COLLEGE OF ENGINEERING AND TECHNOLOGY,COMPUTER SCIENCE AND ENGG.,88.25,0.0,0.0,0.0,0.0,0.0,0.0
6,DINDIGUL,5703,CHRISTIAN COLLEGE OF ENGINEERING AND TECHNOLOGY,MECHANICAL ENGINEERING,128.25,102.5,95.0,91.0,0.0,0.0,0.0
6,DINDIGUL,5703,CHRISTIAN COLLEGE OF ENGINEERING AND TECHNOLOGY,INFORMATION TECHNOLOGY,95.0,0.0,0.0,0.0,0.0,0.0,0.0
6,DINDIGUL,5703,CHRISTIAN COLLEGE OF ENGINEERING AND TECHNOLOGY,ELECTRONICS AND COMMUNICATION ENGG.,81.0,0.0,0.0,0.0,0.0,0.0,0.0
6,DINDIGUL,5703,CHRISTIAN COLLEGE OF ENGINEERING AND TECHNOLOGY,ELECTRICAL AND ELECTRONICS ENGG.,139.0,0.0,0.0,0.0,0.0,0.0,0.0
6,DINDIGUL,5703,CHRISTIAN COLLEGE OF ENGINEERING AND TECHNOLOGY,CIVIL ENGINEERING,89.5,0.0,0.0,0.0,0.0,0.0,0.0
6,DINDIGUL,5537,JAINEE COLLEGE OF ENGINEERING AND TECHNOLOGY,COMPUTER SCIENCE AND ENGG.,116.75,0.0,0.0,0.0,0.0,0.0,0.0
6,DINDIGUL,5537,JAINEE COLLEGE OF ENGINEERING AND TECHNOLOGY,MECHANICAL ENGINEERING,108.5,0.0,0.0,0.0,0.0,0.0,0.0
6,DINDIGUL,5537,JAINEE COLLEGE OF ENGINEERING AND TECHNOLOGY,ELECTRICAL AND ELECTRONICS ENGG.,138.5,0.0,0.0,0.0,0.0,0.0,0.0
6,DINDIGUL,5832,N P R COLLEGE OF ENGINEERING AND TECHNOLOGY,COMPUTER SCIENCE AND ENGG.,96.0,0.0,0.0,0.0,0.0,0.0,0.0
6,DINDIGUL,5832,N P R COLLEGE OF ENGINEERING AND TECHNOLOGY,MECHANICAL ENGINEERING,164.5,155.75,156.5,137.75,0.0,84.5,0.0
6,DINDIGUL,5832,N P R COLLEGE OF ENGINEERING AND TECHNOLOGY,ELECTRONICS AND COMMUNICATION ENGG.,140.5,97.25,95.5,0.0,0.0,112.75,0.0
6,DINDIGUL,5832,N P R COLLEGE OF ENGINEERING AND TECHNOLOGY,ELECTRICAL AND ELECTRONICS ENGG.,113.0,0.0,95.25,93.75,0.0,0.0,0.0
6,DINDIGUL,5832,N P R COLLEGE OF ENGINEERING AND TECHNOLOGY,CIVIL ENGINEERING,143.75,137.75,123.25,90.0,0.0,114.5,0.0
6,DINDIGUL,5910,PSNA COLLEGE OF ENGINEERING AND TECHNOLOGY,COMPUTER SCIENCE AND ENGG.,185.75,177.25,183.75,173.25,111.75,121.5,0.0
6,DINDIGUL,5910,PSNA COLLEGE OF ENGINEERING AND TECHNOLOGY,MECHANICAL ENGINEERING,187.25,183.0,185.0,180.0,134.0,153.5,144.5
6,DINDIGUL,5910,PSNA COLLEGE OF ENGINEERING AND TECHNOLOGY,INFORMATION TECHNOLOGY,182.25,176.0,180.75,164.25,127.5,100.25,0.0
6,DINDIGUL,5910,PSNA COLLEGE OF ENGINEERING AND TECHNOLOGY,ELECTRONICS AND COMMUNICATION ENGG.,189.25,185.0,186.5,180.25,140.75,148.5,0.0
6,DINDIGUL,5910,PSNA COLLEGE OF ENGINEERING AND TECHNOLOGY,BIO MEDICAL ENGINEERING,188.75,182.25,186.5,181.0,175.25,169.0,0.0
6,DINDIGUL,5910,PSNA COLLEGE OF ENGINEERING AND TECHNOLOGY,ELECTRICAL AND ELECTRONICS ENGG.,188.0,183.5,186.0,179.75,132.75,151.5,0.0
6,DINDIGUL,5910,PSNA COLLEGE OF ENGINEERING AND TECHNOLOGY,CIVIL ENGINEERING,186.0,181.5,183.5,177.75,129.25,156.0,94.25
6,DINDIGUL,5913,R.V.S. COLLEGE OF ENGINEERING,COMPUTER SCIENCE AND ENGG.,117.25,0.0,112.75,0.0,0.0,0.0,0.0
6,DINDIGUL,5913,R.V.S. COLLEGE OF ENGINEERING,MECHANICAL ENGINEERING,152.75,150.25,139.0,118.25,0.0,81.5,0.0
6,DINDIGUL,5913,R.V.S. COLLEGE OF ENGINEERING,TEXTILE TECHNOLOGY,99.0,0.0,0.0,0.0,0.0,0.0,0.0
6,DINDIGUL,5913,R.V.S. COLLEGE OF ENGINEERING,ELECTRONICS AND COMMUNICATION ENGG.,125.5,0.0,0.0,0.0,0.0,0.0,0.0
6,DINDIGUL,5913,R.V.S. COLLEGE OF ENGINEERING,ELECTRICAL AND ELECTRONICS ENGG.,114.75,0.0,0.0,0.0,0.0,0.0,0.0
6,DINDIGUL,5913,R.V.S. COLLEGE OF ENGINEERING,CIVIL ENGINEERING,104.75,89.0,86.25,87.25,0.0,0.0,0.0
6,DINDIGUL,5913,R.V.S. COLLEGE OF ENGINEERING,PETROCHEMICAL ENGINEERING,132.0,0.0,99.75,100.75,0.0,127.0,0.0
6,DINDIGUL,5862,R.V.S. SCHOOL OF ENGINEERING AND TECHNOLOGY,COMPUTER SCIENCE AND ENGG.,106.25,0.0,0.0,0.0,0.0,0.0,0.0
6,DINDIGUL,5862,R.V.S. SCHOOL OF ENGINEERING AND TECHNOLOGY,MECHANICAL ENGINEERING,108.75,0.0,101.5,87.0,84.25,91.25,0.0
6,DINDIGUL,5862,R.V.S. SCHOOL OF ENGINEERING AND TECHNOLOGY,AERONAUTICAL ENGINEERING,99.5,0.0,0.0,0.0,0.0,0.0,0.0
6,DINDIGUL,5862,R.V.S. SCHOOL OF ENGINEERING AND TECHNOLOGY,AGRICULTURE ENGINEERING,179.75,170.5,171.25,173.0,0.0,161.75,0.0
6,DINDIGUL,5862,R.V.S. SCHOOL OF ENGINEERING AND TECHNOLOGY,BIO MEDICAL ENGINEERING,164.75,149.5,156.5,147.0,0.0,123.5,0.0
6,DINDIGUL,5862,R.V.S. SCHOOL OF ENGINEERING AND TECHNOLOGY,AUTOMOBILE ENGINEERING,111.5,0.0,0.0,0.0,0.0,0.0,0.0
6,DINDIGUL,5862,R.V.S. SCHOOL OF ENGINEERING AND TECHNOLOGY,CIVIL ENGINEERING,92.75,0.0,0.0,0.0,0.0,0.0,0.0
6,DINDIGUL,5930,SBM COLLEGE OF ENGINEERING AND TECHNOLOGY,COMPUTER SCIENCE AND ENGG.,148.75,121.25,91.75,91.0,0.0,0.0,0.0
6,DINDIGUL,5930,SBM COLLEGE OF ENGINEERING AND TECHNOLOGY,MECHANICAL ENGINEERING,116.0,0.0,87.0,84.5,0.0,107.25,0.0
6,DINDIGUL,5930,SBM COLLEGE OF ENGINEERING AND TECHNOLOGY,ELECTRONICS AND COMMUNICATION ENGG.,116.25,0.0,85.0,91.0,0.0,0.0,0.0
6,DINDIGUL,5930,SBM COLLEGE OF ENGINEERING AND TECHNOLOGY,ELECTRICAL AND ELECTRONICS ENGG.,90.25,0.0,0.0,0.0,0.0,0.0,0.0
6,DINDIGUL,5930,SBM COLLEGE OF ENGINEERING AND TECHNOLOGY,CIVIL ENGINEERING,100.0,98.0,86.25,81.0,0.0,0.0,0.0
6,DINDIGUL,5720,SRI SUBRAMANYA COLLEGE OF ENGINEERING AND TECHNOLOGY,COMPUTER SCIENCE AND ENGG.,90.5,0.0,0.0,0.0,0.0,0.0,0.0
6,DINDIGUL,5720,SRI SUBRAMANYA COLLEGE OF ENGINEERING AND TECHNOLOGY,MECHANICAL ENGINEERING,93.5,0.0,0.0,0.0,0.0,0.0,0.0
6,DINDIGUL,5720,SRI SUBRAMANYA COLLEGE OF ENGINEERING AND TECHNOLOGY,INFORMATION TECHNOLOGY,94.0,0.0,0.0,0.0,0.0,0.0,0.0
6,DINDIGUL,5720,SRI SUBRAMANYA COLLEGE OF ENGINEERING AND TECHNOLOGY,ELECTRONICS AND COMMUNICATION ENGG.,85.75,0.0,0.0,0.0,0.0,0.0,0.0
6,DINDIGUL,5720,SRI SUBRAMANYA COLLEGE OF ENGINEERING AND TECHNOLOGY,ELECTRICAL AND ELECTRONICS ENGG.,83.25,0.0,0.0,0.0,0.0,0.0,0.0
6,DINDIGUL,5720,SRI SUBRAMANYA COLLEGE OF ENGINEERING AND TECHNOLOGY,CIVIL ENGINEERING,95.25,0.0,91.5,86.75,0.0,0.0,0.0
6,DINDIGUL,5530,SSM INSTITUTE OF ENGINEERING AND TECHNOLOGY,COMPUTER SCIENCE AND ENGG.,174.25,162.25,164.0,122.25,0.0,0.0,0.0
6,DINDIGUL,5530,SSM INSTITUTE OF ENGINEERING AND TECHNOLOGY,MECHANICAL ENGINEERING,176.25,162.25,169.0,157.5,139.5,114.5,0.0
6,DINDIGUL,5530,SSM INSTITUTE OF ENGINEERING AND TECHNOLOGY,ELECTRONICS AND COMMUNICATION ENGG.,171.0,150.75,163.25,119.25,0.0,100.5,0.0
6,DINDIGUL,5530,SSM INSTITUTE OF ENGINEERING AND TECHNOLOGY,AUTOMOBILE ENGINEERING,123.0,115.75,90.0,84.0,0.0,0.0,0.0
6,DINDIGUL,5530,SSM INSTITUTE OF ENGINEERING AND TECHNOLOGY,ELECTRICAL AND ELECTRONICS ENGG.,169.25,146.0,158.25,125.0,0.0,108.75,0.0
6,DINDIGUL,5530,SSM INSTITUTE OF ENGINEERING AND TECHNOLOGY,CIVIL ENGINEERING,167.5,147.75,157.5,136.0,118.0,92.5,0.0
6,DINDIGUL,5022,UNIVERSITY COLLEGE OF ENGINEERING  DINDIGUL,COMPUTER SCIENCE AND ENGG.,180.75,158.25,177.25,173.5,156.25,161.5,168.75
6,DINDIGUL,5022,UNIVERSITY COLLEGE OF ENGINEERING  DINDIGUL,MECHANICAL ENGINEERING,187.75,174.75,185.75,184.0,180.25,177.25,163.5
6,DINDIGUL,5022,UNIVERSITY COLLEGE OF ENGINEERING  DINDIGUL,ELECTRONICS AND COMMUNICATION ENGG.,186.5,182.75,184.25,181.25,178.5,175.25,170.5
